"","econ_interven","environment","redistribution","civlib_laworder","immigrate_policy","sociallifestyle","RC1","RC2"
"1",5,2,3,3,5,0,-0.721849721959652,-0.08326894828415
"2",6,4,4,2,3,0,-0.936139804092232,0.419990909554249
"3",4,0,5,4,6,0,-0.683515152496422,-0.041475050563096
"4",2,1,4,5,4,3,-0.304280069227138,-0.718795585556304
"5",6,0,0,3,0,0,-1.33769988702552,-0.375090823415178
"6",5,2,3,6,6,2,-0.133650101478783,-0.241365074626099
"7",7,3,10,0,10,9,-0.00827457636536631,1.34490081056991
"8",3,3,5,3,7,2,-0.229574289873905,-0.230457471916207
"9",5,2,4,4,7,0,-0.448367702362645,0.03718196621854
"10",4,3,6,6,6,6,0.257778325348985,-0.0268168025158855
"11",7,0,5,4,2,0,-1.22153064117216,0.670405506544911
"12",7,2,6,5,6,4,-0.253769587548299,0.689675275938152
"13",4,3,6,10,5,2,0.253415671997371,0.00355021454810103
"14",6,2,4,3,5,8,-0.122554534850663,0.0628841721523642
"15",6,4,3,3,3,0,-0.801987182089721,0.216059098008512
"16",1,0,0,0,4,0,-1.02038023421014,-1.44121037857119
"17",8,1,9,0,9,10,-0.207709308000119,1.31716452123352
"18",5,0,2,2,3,0,-1.15869104582869,-0.256007778962364
"19",5,3,0,3,6,2,-0.29499209454215,-0.664293359776625
"20",2,0,4,3,3,0,-0.951190654615606,-0.582906642191546
"21",1,8,10,3,6,0,-0.117455491668282,0.42545265364721
"22",6,1,3,6,4,2,-0.458826518016891,-0.0204689025967236
"23",3,6,1,6,4,5,0.40961672313208,-0.989944483102117
"24",6,3,4,3,0,1,-1.11434051318351,0.379528862421384
"25",0,4,0,5,10,5,0.89574049699988,-1.93304353737515
"26",7,3,7,6,7,9,0.4282108384498,0.695603530098348
"27",3,1,2,2,3,0,-0.974967473949576,-0.665464414622065
"28",7,3,4,3,4,3,-0.611190401381823,0.47673487878752
"29",2,0,2,3,2,1,-0.909671418638759,-0.952966591872068
"30",8,5,9,3,10,10,0.537986458412663,1.3257588412634
"31",5,0,5,5,3,10,-0.0695570875686024,-0.117508605827994
"32",7,4,8,2,2,0,-1.18968998010115,1.35965624163335
"33",4,6,3,6,5,5,0.401686758589756,-0.433141543558255
"34",7,3,4,6,7,8,0.423317717547804,0.196226998170989
"35",6,3,7,7,0,7,-0.256071561613222,0.6151367316975
"36",5,4,3,5,6,5,0.175962978176969,-0.255128547581929
"37",5,3,4,4,5,3,-0.305329160838968,-0.00060616348146738
"38",3,4,4,4,5,4,-0.0369943576537883,-0.44112010615156
"39",3,2,2,0,0,0,-1.39715986567835,-0.541219642869552
"40",7,3,0,0,9,0,-0.600286025705022,-0.129076306174024
"41",10,5,5,5,5,6,-0.0622387469400119,1.19720206377764
"42",5,5,5,2,10,4,0.182095845528501,0.178577206020709
"43",5,3,3,3,7,3,-0.193861571374881,-0.179536744470969
"44",7,0,6,2,10,1,-0.608752732280898,0.753441210006454
"45",3,2,8,10,10,1,0.566188352817154,0.0711862427803178
"46",8,1,5,2,2,3,-1.15219909205846,0.875418904274871
"47",4,1,4,2,6,9,-0.0289215522067214,-0.417417071415135
"48",10,5,0,10,10,0,0.582043986562485,0.290787265002783
"49",4,2,4,4,7,3,-0.143512048572886,-0.273790251686367
"50",6,3,4,6,5,7,0.197253641582735,0.0387238415510554
"51",4,4,5,0,7,0,-0.690878815825037,0.156962992765533
"52",10,0,0,10,5,5,0.115514871086403,0.0778805226205289
"53",5,2,3,7,3,2,-0.314782389740118,-0.224625856660811
"54",5,0,0,0,5,5,-0.705174514900708,-0.73991564274992
"55",9,4,6,0,8,1,-0.791712685079459,1.37709853314801
"56",7,0,5,2,0,0,-1.62916528277168,0.753886403587958
"57",3,3,5,3,9,7,0.385956671186993,-0.414983840211572
"58",7,1,3,3,5,0,-0.905573293838762,0.326187687375551
"59",5,6,2,7,2,2,-0.0577284799933138,-0.282241387333977
"60",4,0,4,0,10,0,-0.702312514105244,-0.168283869096541
"61",5,3,8,3,6,1,-0.592184953592421,0.781254184401101
"62",7,6,8,6,5,6,0.200368592941056,1.07325843828213
"63",7,5,5,5,10,0,0.0643467561645787,0.657045432110276
"64",5,3,0,0,5,0,-0.88319171502302,-0.506197233434675
"65",4,0,4,6,4,3,-0.380423722571762,-0.336459481796424
"66",5,2,7,1,3,10,-0.389662864370567,0.396883997238647
"67",4,1,7,2,7,0,-0.773903342100156,0.377912613994438
"68",10,7,2,4,4,0,-0.530646040900091,0.947140431599284
"69",6,2,3,9,10,0,0.353794840702078,-0.101291425917858
"70",3,1,7,6,2,0,-0.773748719417034,0.124729772629938
"71",0,10,10,10,0,10,1.11867310168575,-0.152757020723444
"72",3,0,5,1,8,7,-0.17047952455529,-0.424554734053513
"73",3,2,3,0,3,0,-1.13502036235056,-0.408268113088745
"74",3,5,5,5,6,3,0.137318680507888,-0.248848009929014
"75",3,0,10,0,0,10,-0.926988484633878,0.51040960801834
"76",10,0,6,0,10,0,-1.06158968027058,1.49214047143768
"77",5,4,5,4,7,2,-0.142358638946503,0.204166548019197
"78",5,4,5,5,5,5,0.0265801689756458,0.113113928331607
"79",5,3,5,3,5,7,-0.101036857617197,0.0790964200227031
"80",3,2,2,3,4,0,-0.689470501013804,-0.681060905055827
"81",6,9,8,7,6,7,0.784858061326473,0.861092260139771
"82",5,5,2,8,8,9,1.13787481913929,-0.64062652612452
"83",7,3,3,3,4,2,-0.669228929219869,0.330980906151995
"84",6,7,9,10,5,10,1.07526210084281,0.825702023501228
"85",0,10,0,3,10,0,0.747602416216637,-1.56665218999698
"86",7,7,5,7,7,9,0.915654772464388,0.419436271257741
"87",5,3,4,4,9,0,-0.174213245696085,0.0340860910628961
"88",6,3,3,6,0,0,-0.849639285418099,0.152413294086396
"89",2,2,4,5,8,0,-0.0914845019482417,-0.657959372924179
"90",5,5,5,5,5,5,0.108259821111659,0.139257886419369
"91",8,0,2,0,0,0,-1.81562896930812,0.495493925323582
"92",4,7,4,6,4,5,0.36055630499247,-0.215566389202873
"93",3,0,0,1,7,0,-0.726132028622931,-1.07659006658865
"94",4,1,5,0,6,2,-0.862932711886209,0.031036421103166
"95",2,0,9,0,5,0,-1.21431912302864,0.353271518494094
"96",5,2,7,8,3,10,0.36339656537083,0.207040273939901
"97",6,8,4,3,1,0,-0.694316081544241,0.526686043248882
"98",5,1,5,6,3,3,-0.472576136040596,0.0989159694326895
"99",2,5,4,8,8,0,0.476294210063253,-0.660889094360355
"100",10,0,5,7,10,10,0.564154765999542,0.814912398389101
"101",3,3,2,4,7,9,0.550002358207147,-1.00541299182652
"102",0,0,0,0,3,0,-1.06559567660387,-1.64439075882321
"103",7,0,7,5,0,4,-1.02112600887999,0.901918139138762
"104",5,2,5,5,0,0,-1.0410223031531,0.289212130316557
"105",7,3,1,3,2,8,-0.300890938977944,-0.179745661958783
"106",7,3,10,6,2,5,-0.471139208504924,1.42336618018618
"107",6,1,3,0,2,0,-1.46600329636649,0.233608736066391
"108",1,1,10,1,5,10,-0.154497982893915,0.000732857350302847
"109",10,2,7,4,3,5,-0.745089064655204,1.5598104209598
"110",5,1,7,2,3,3,-0.956041217114587,0.561020656323806
"111",10,0,0,0,10,0,-0.902153459462433,0.431272793562182
"112",10,5,0,0,10,10,0.352357114278336,0.251419513897074
"113",5,0,3,9,10,0,0.2414574963016,-0.371379638967114
"114",5,2,3,5,3,0,-0.699164689421229,-0.108270178840386
"115",2,2,0,3,1,0,-0.874015341002027,-1.20862401135628
"116",5,6,6,6,2,5,-0.0177655184816883,0.358952342118336
"117",5,4,6,8,10,0,0.380878075907093,0.290750564221505
"118",4,4,6,2,10,0,-0.213579475428271,0.235673458746699
"119",5,2,10,3,10,10,0.419440678151243,0.770737356024835
"120",5,0,5,3,5,0,-0.938354433167729,0.218065694832159
"121",8,5,6,7,10,5,0.624968086424327,0.842129409778324
"122",8,6,1,7,9,8,0.997107547553403,-0.09433503477297
"123",4,0,3,1,9,0,-0.664397294368007,-0.357595764020576
"124",10,5,0,0,0,0,-1.4561292214351,0.708191750218021
"125",8,1,10,1,10,3,-0.622743309810877,1.66963650143065
"126",10,0,5,0,5,0,-1.51620398812893,1.38842877490028
"127",5,1,4,3,7,0,-0.637627273033144,0.0381585400305988
"128",5,5,5,5,5,5,0.108259821111659,0.139257886419369
"129",5,0,8,2,3,0,-1.31812726663684,0.804859898913136
"130",5,0,5,5,5,5,-0.300138439568407,0.00853809598055883
"131",5,5,5,2,5,8,0.0393537594264142,0.127447561087656
"132",5,5,1,6,5,0,-0.100925603012107,-0.43982122901216
"133",2,0,1,2,2,0,-1.07528986501129,-1.07160003260777
"134",4,2,3,1,5,5,-0.462931442626723,-0.402114716410199
"135",5,5,5,5,10,0,0.166390675907675,0.221444838362813
"136",5,1,0,5,10,9,0.73403666645838,-1.04670315531134
"137",7,9,8,8,2,0,-0.135812208214176,1.32765284067324
"138",2,0,0,0,2,0,-1.26387699861224,-1.19417024845405
"139",2,1,6,6,1,1,-0.707780227036664,-0.286319194278399
"140",6,0,7,0,7,0,-1.17278675104824,0.841610313453781
"141",5,5,2,5,0,10,0.129847076719718,-0.473362904461825
"142",3,2,3,7,8,10,0.945338391777909,-0.981784489599923
"143",5,3,0,5,8,2,0.112642547057368,-0.747774256819672
"144",6,4,5,5,5,4,-0.109053022201973,0.36197153221573
"145",7,1,5,2,5,4,-0.727853694085016,0.582701550525638
"146",4,2,1,0,3,1,-1.04828568397999,-0.575147682517238
"147",5,2,6,2,5,0,-0.909147750898213,0.474285422553421
"148",10,10,9,10,9,1,0.739661745071122,1.99637118186615
"149",9,2,2,0,5,8,-0.545214763132714,0.444024099181188
"150",10,7,10,10,10,10,1.32578856921496,1.80061490753356
"151",9,3,9,2,2,2,-1.23076379283615,1.88380954291819
"152",6,3,4,5,7,5,0.112926064966657,0.0987191542282538
"153",5,0,1,3,3,0,-1.02453842382618,-0.459939590508102
"154",5,1,3,2,7,0,-0.718634488099604,-0.111532207715497
"155",5,0,3,3,3,2,-0.908461368150085,-0.168431645237052
"156",2,1,8,0,6,10,-0.163717052098625,-0.122588789789681
"157",9,1,4,8,7,10,0.542296793213793,0.463183997922503
"158",6,8,5,7,3,9,0.663406775410855,0.286259598958584
"159",6,10,5,8,0,4,0.222577634891194,0.510573268151355
"160",4,2,4,3,3,0,-0.889875270086676,-0.0950181322685588
"161",4,4,3,3,3,5,-0.276887105816273,-0.37482803079091
"162",4,1,2,6,2,8,-0.0150173114998948,-0.789984784809048
"163",7,1,1,1,8,5,-0.35581936064551,-0.172340093033708
"164",3,4,8,10,10,0,0.644936425783109,0.154531465966234
"165",5,6,4,4,8,8,0.651478158895243,-0.121320574135249
"166",6,3,6,3,2,10,-0.21351003383438,0.424395825376285
"167",2,6,2,5,5,4,0.338112231960322,-0.987375578041422
"168",3,2,3,5,6,1,-0.223797331576242,-0.61878782946335
"169",5,5,5,5,8,10,0.820028184437831,-0.0598883984976988
"170",7,7,8,4,8,7,0.44021184610999,1.07872640329403
"171",7,0,0,6,10,3,0.150225625277334,-0.478023209489114
"172",10,0,6,0,4,0,-1.63901409386222,1.5798599711679
"173",0,0,0,1,10,0,-0.284353942212465,-1.77385070707496
"174",5,4,7,6,10,1,0.223756766676167,0.490745600656672
"175",10,0,0,5,5,0,-0.845440878116374,0.368769717171592
"176",7,3,9,1,10,10,0.210489276943214,1.10991169201379
"177",5,3,10,2,3,0,-1.12623371716485,1.23691433246826
"178",5,8,6,6,2,5,0.145593785790338,0.41124025829386
"179",5,5,5,6,5,5,0.215839739646144,0.112137354519548
"180",5,4,1,4,5,2,-0.22854262960495,-0.473838737321064
"181",6,2,2,3,7,0,-0.553824173832629,-0.071519764299741
"182",5,5,5,5,5,5,0.108259821111659,0.139257886419369
"183",5,5,5,1,8,2,-0.287181340148672,0.297052185184719
"184",5,0,0,0,0,10,-0.763305369696724,-0.822102594693364
"185",2,0,2,0,4,5,-0.701491444487387,-1.02507405745758
"186",7,10,7,8,3,8,0.745567400103698,0.913907146410244
"187",6,4,5,6,10,10,0.987381295495302,0.075407575145044
"188",8,0,3,5,0,0,-1.30430208010372,0.536702545470394
"189",6,4,6,4,6,6,0.0222542206729311,0.489168813118981
"190",3,5,1,3,10,0,0.159565572453901,-0.867159810168675
"191",4,5,2,5,5,2,-0.0148338025309286,-0.515804328360938
"192",5,5,5,5,5,7,0.2774822837238,0.0771432723985855
"193",5,0,5,9,5,5,0.130181234569534,-0.0999440316187247
"194",5,5,3,5,6,0,-0.165413526217369,-0.0736980544422086
"195",10,3,5,6,10,3,0.109335184730604,1.13786595362495
"196",7,0,1,1,0,0,-1.63045438743406,0.0737618169041123
"197",3,0,3,1,3,0,-1.1907997480881,-0.48767656116409
"198",5,4,5,2,3,7,-0.319411928546216,0.161600743253692
"199",5,3,5,5,10,10,0.849143684696352,-0.141416147916629
"200",8,4,8,2,0,10,-0.587074431442546,1.29612330164657
"201",5,0,0,2,0,0,-1.39425784568846,-0.565770588389088
"202",7,9,3,8,10,10,1.61306284030884,0.0160640393661105
"203",7,2,5,0,5,0,-1.19977880424225,0.787315800454609
"204",1,2,1,2,1,1,-0.872534771826919,-1.25354980369467
"205",8,0,0,10,3,0,-0.397972170231399,-0.173193702831569
"206",6,4,4,6,10,5,0.590897842432975,0.0538828305510861
"207",2,3,2,4,8,1,0.0203718698954066,-0.989374749238821
"208",7,2,5,2,10,10,0.342680357213786,0.349402083442535
"209",5,3,10,6,5,10,0.342673074564344,0.788619301521649
"210",1,1,0,0,10,2,-0.192053705870345,-1.56490053423442
"211",6,5,5,2,7,0,-0.496083246363149,0.564466480801116
"212",5,2,4,8,4,0,-0.306760235020525,-0.0274404115156346
"213",5,1,1,2,3,3,-0.796604996306437,-0.499847021551694
"214",7,1,6,1,5,1,-1.11584001000574,0.879805283102551
"215",6,3,5,1,10,9,0.283190819380792,0.215923583566778
"216",5,5,1,5,10,10,1.11879380284048,-0.796373350324772
"217",10,10,10,8,10,10,1.35566768855403,1.93328784559648
"218",10,7,5,8,10,10,1.24349224948612,0.970799573103615
"219",5,1,3,3,4,0,-0.899766776360939,-0.094792989750209
"220",9,1,9,0,10,2,-0.839383716054956,1.76880335756868
"221",7,5,8,3,2,5,-0.577374252900304,1.20339313276933
"222",8,0,2,5,10,7,0.276923265159532,-0.00370904946529487
"223",0,0,0,0,0,0,-1.35430788339969,-1.60053100895811
"224",6,7,0,0,0,3,-0.834848383758672,-0.203893442132556
"225",3,3,4,3,5,0,-0.564698853548568,-0.315914304297934
"226",5,2,3,5,5,1,-0.422078653584612,-0.168567319094183
"227",8,5,10,1,5,1,-0.946434175205333,1.909426530911
"228",5,5,5,5,0,5,-0.372927190214709,0.212357469527884
"229",5,10,8,2,10,0,0.17233107058021,0.963960063438836
"230",5,1,1,1,5,5,-0.542487647698234,-0.564080936916063
"231",8,0,4,4,3,1,-1.06513126400434,0.665717300140631
"232",5,5,5,10,0,10,0.588028558988069,-0.0785317250231794
"233",6,7,5,9,0,6,0.254341059629781,0.342906247967464
"234",5,5,5,10,10,5,1.12734642511045,-0.0694443561882502
"235",8,0,10,0,3,0,-1.7394983902565,1.86612441262581
"236",6,0,4,1,3,0,-1.37043833117077,0.342535609103022
"237",6,0,4,3,0,0,-1.44399070089762,0.332154295168489
"238",9,2,3,1,3,5,-0.910516046515011,0.716126601201865
"239",3,0,5,5,3,0,-0.813625480886209,-0.24253612947154
"240",6,1,2,2,3,2,-0.95881089095208,-0.0741781380216539
"241",4,4,4,0,10,0,-0.375593905561191,-0.063708036745493
"242",4,2,2,5,5,0,-0.429095221551109,-0.53212158860344
"243",6,2,3,4,2,10,-0.107891657031833,-0.159302503549048
"244",5,5,5,10,10,10,1.5504025816408,-0.224730891240209
"245",3,7,2,0,8,3,0.0349713070421106,-0.620631106435541
"246",5,1,4,1,8,5,-0.333493551306489,-0.0775068478434213
"247",5,1,5,3,3,10,-0.20303727250156,-0.0371235839405903
"248",4,3,5,1,10,7,0.216012276511748,-0.157562396159902
"249",7,4,6,5,3,10,0.128544897764329,0.599479099916434
"250",5,5,6,5,8,9,0.708844249663736,0.14798018815861
"251",5,2,7,5,8,1,-0.239657260660891,0.494818049624375
"252",2,0,2,3,0,0,-1.18675745447538,-0.892669451618271
"253",6,1,4,2,1,2,-1.20443110241868,0.308684254513586
"254",1,0,2,3,0,1,-1.05112426329776,-1.14152705550239
"255",5,2,2,7,5,5,0.158098812176665,-0.523848890581309
"256",6,1,4,1,6,1,-0.915435240932865,0.293762510315283
"257",7,0,2,7,0,0,-1.01154757969518,0.0878499051511038
"258",4,3,3,7,7,1,0.118257600022467,-0.443704554923201
"259",9,5,6,5,3,5,-0.314875526373106,1.21651018680362
"260",6,1,10,7,10,10,0.717058740281623,0.853911567211521
"261",8,0,0,3,5,0,-0.958556795442248,-0.0125898127762293
"262",6,5,8,4,8,0,-0.26440411743298,1.02603933931752
"263",5,2,4,2,5,6,-0.348334956125741,-0.065680978800763
"264",5,1,3,3,5,5,-0.380473217565314,-0.264699441423871
"265",8,6,9,10,1,10,0.506588919902611,1.29363832564774
"266",3,9,5,7,4,4,0.571333552896435,-0.200330715144593
"267",5,2,0,0,2,5,-0.830527417424502,-0.643767976709287
"268",2,0,0,0,2,2,-1.09465453600009,-1.25628486247483
"269",3,5,3,0,10,5,0.206736566444747,-0.587462190229338
"270",6,3,8,7,7,3,0.0525726255513863,0.813837823033063
"271",4,2,5,6,6,5,0.118060145374926,-0.198714733239173
"272",6,2,4,2,3,0,-1.09949910836426,0.367702993378725
"273",5,0,5,3,4,0,-1.034591835433,0.232685611453862
"274",10,0,0,3,0,7,-0.94950910736922,0.278709215007006
"275",6,7,7,3,8,0,-0.182052028227414,0.92863650774695
"276",4,2,5,2,3,0,-1.02402789208919,0.108913679277179
"277",8,4,6,5,7,10,0.462472546953875,0.758799730303354
"278",5,5,4,5,5,0,-0.288223631950668,0.117733141825411
"279",5,5,5,4,5,5,0.000679902577173749,0.16637841831919
"280",5,3,6,3,4,9,-0.0546245007383552,0.208413002269539
"281",5,1,6,2,8,9,0.0593858855162273,0.124765951507024
"282",4,2,4,2,4,2,-0.731995323743747,-0.144632131011225
"283",2,2,2,5,6,0,-0.230813899542739,-0.982342098972606
"284",5,0,8,10,0,10,0.0999121879039282,0.321182323475761
"285",8,2,7,5,5,0,-0.766046578377427,1.22313599712107
"286",5,7,6,6,5,6,0.437237571756216,0.310179243330597
"287",0,1,0,2,3,3,-0.514922493480671,-1.76565978556627
"288",7,6,3,6,8,10,0.960389242301283,0.0211130621458721
"289",5,1,4,5,5,0,-0.61494224049472,0.013157309474363
"290",5,1,0,5,9,5,0.299354338968826,-0.907854010648075
"291",6,5,4,3,10,0,-0.0732184175648185,0.31667491939027
"292",8,10,10,7,10,0,0.504019376701941,1.83538085385276
"293",5,7,5,7,3,5,0.294304157922109,0.166544572038657
"294",2,3,2,5,7,5,0.370159311388899,-1.12610459255851
"295",5,3,2,6,5,10,0.555254702308544,-0.625870935645685
"296",10,8,8,1,0,8,-0.639202123788216,1.92553487366569
"297",8,3,4,6,5,1,-0.412457665996783,0.660668277360869
"298",10,0,5,5,6,0,-0.882066993191226,1.23820619877947
"299",10,5,0,0,10,0,-0.493755198782367,0.561992584000992
"300",5,0,5,3,2,3,-0.973232946045338,0.168753523666093
"301",7,0,8,1,10,0,-0.854089289057503,1.1652416082085
"302",3,2,2,5,8,4,0.249083870340541,-0.918010863383848
"303",5,3,10,3,2,6,-0.607223813059213,1.03806987512779
"304",6,6,5,3,8,6,0.297081114409044,0.362526148305004
"305",5,4,10,0,8,6,-0.270859502935015,1.05785592918479
"306",6,0,3,3,0,0,-1.41741799742959,0.155343015522572
"307",0,0,0,0,2,0,-1.16183307886914,-1.62977084220151
"308",5,4,3,0,10,7,0.192235457177778,-0.240120168590421
"309",3,0,3,8,9,0,0.139684095244938,-0.765239784193053
"310",10,2,2,10,10,0,0.283859623218396,0.56597795003133
"311",5,1,1,1,6,0,-0.869306401963312,-0.423414318485807
"312",7,1,0,5,0,5,-0.668826201161733,-0.340674167305285
"313",6,2,4,3,5,0,-0.799444385299226,0.311342628235498
"314",5,7,7,3,10,10,0.907557049235384,0.371023307525895
"315",10,10,10,5,10,5,0.609871776420226,2.16993597634791
"316",8,4,4,5,7,5,0.0925617973595732,0.560463706063479
"317",8,1,7,10,9,9,0.836624052974713,0.723393949953866
"318",0,0,0,0,10,10,0.454178452313752,-2.05730324527905
"319",3,2,8,7,5,0,-0.32234964541874,0.256704728598687
"320",6,2,3,4,7,6,0.0348504290702535,-0.108172858615996
"321",3,6,3,8,3,6,0.560004982305798,-0.707000377998614
"322",7,2,6,1,7,6,-0.418629396808826,0.721422872894949
"323",5,0,3,5,5,0,-0.670049189162708,-0.189797928259316
"324",7,4,5,4,8,2,-0.148165156424326,0.625147225144957
"325",10,3,4,9,1,8,0.0155671799449743,0.855985792822939
"326",2,0,2,5,3,0,-0.682885410610586,-0.990770265283021
"327",2,1,5,5,10,0,-0.00726205302173281,-0.53653188460943
"328",8,4,7,6,10,0,-0.0139203442445476,1.17520379828826
"329",9,6,9,5,1,2,-0.759222483089926,1.89549973810371
"330",5,3,3,2,6,0,-0.651512586092851,-0.04462437491827
"331",4,0,3,3,2,1,-1.03828804184988,-0.340554718478689
"332",3,2,0,0,10,0,-0.381640436089569,-1.04104136837842
"333",5,0,3,3,4,0,-0.981446428496952,-0.120936947837971
"334",8,4,7,8,1,8,0.0119927228855235,1.00408352800081
"335",10,6,5,0,0,10,-0.661200773578511,1.30781903643145
"336",6,1,3,1,6,0,-0.973473768770911,0.148008537679758
"337",6,4,6,0,1,0,-1.3969198526278,0.85709436588913
"338",8,3,8,2,6,10,-0.0913296699869177,1.18225984382859
"339",10,0,4,0,9,5,-0.681625519069455,0.997851293715593
"340",4,1,2,2,2,0,-1.1222268360864,-0.433044201126631
"341",7,0,0,8,5,0,-0.369635242898274,-0.365992769149065
"342",7,0,4,6,0,10,-0.326160592105009,0.15801992623884
"343",6,1,6,2,4,9,-0.376585683416415,0.401045914867568
"344",4,7,3,6,3,7,0.460114068807362,-0.439872366247871
"345",8,2,5,8,5,0,-0.390161415837921,0.788151842129774
"346",5,5,3,6,9,0,0.230878599112937,-0.144678336207138
"347",9,5,6,0,2,0,-1.37206867784116,1.52201929797638
"348",7,4,2,2,9,0,-0.356591943436089,0.19644914740593
"349",10,1,5,0,9,10,-0.203462413871115,1.04551999639731
"350",10,10,10,6,0,10,0.178133828832327,2.13372807561316
"351",5,2,6,3,1,0,-1.18651744142482,0.505644557140412
"352",7,5,3,6,8,8,0.709487127553129,0.0570837180788936
"353",8,9,9,10,5,2,0.459687634923182,1.56204898950735
"354",5,5,6,6,7,5,0.381741840708666,0.259708800922059
"355",10,6,10,0,10,7,-0.0855239621841121,2.13884818947518
"356",7,4,5,5,3,1,-0.606383480522279,0.702183583364043
"357",3,2,5,5,4,10,0.292083538711794,-0.515441200021636
"358",3,0,2,3,3,1,-0.864455976245034,-0.74978621162004
"359",7,3,7,10,10,9,1.14724271938356,0.543261652633955
"360",3,5,2,4,8,6,0.555765370826236,-0.874573071241524
"361",10,5,1,0,0,0,-1.48270192490313,0.885003029863938
"362",5,3,0,3,0,8,-0.364749120297369,-0.762917702108758
"363",10,0,8,0,10,10,-0.26862277414593,1.5351899606256
"364",2,6,3,8,4,2,0.368819419218338,-0.815191363452482
"365",1,0,0,3,3,0,-0.793877880871958,-1.50795205764894
"366",4,3,1,3,5,7,0.0562759161264511,-0.845948995434695
"367",6,2,4,2,8,4,-0.279867171813609,0.170374182228643
"368",10,1,10,5,7,2,-0.667790993517924,2.07167202445433
"369",8,0,3,2,0,5,-1.20398567917682,0.462777606117898
"370",2,5,10,2,10,10,0.709965595639442,0.222888871566747
"371",7,2,3,6,10,8,0.656922975675637,-0.0505879894277984
"372",6,1,4,2,3,8,-0.504288910051709,0.0931005792078289
"373",10,1,10,7,3,10,-0.160690915061485,1.82745217105837
"374",4,5,4,6,1,7,0.0777072565367639,-0.286109169534072
"375",1,0,3,5,5,0,-0.465961349676515,-1.06099911575424
"376",7,3,6,6,1,10,-0.0380296403677463,0.575454443172257
"377",3,0,3,0,3,0,-1.29837966662259,-0.460556029264269
"378",2,0,7,2,9,4,-0.222619344738244,-0.23730099912576
"379",6,2,6,7,6,8,0.350857134616501,0.293404687223211
"380",8,0,0,10,10,0,0.275689645625516,-0.27553311918349
"381",5,4,5,7,4,7,0.314725066391483,0.0113781671328846
"382",8,1,4,6,0,10,-0.295502899840544,0.401964181200334
"383",4,5,4,4,3,8,0.139633455304411,-0.292165245988228
"384",5,4,5,5,7,6,0.303666204812263,0.0528167880778092
"385",10,0,0,0,0,0,-1.86452748211517,0.577471959779211
"386",8,0,0,5,0,10,-0.378471656638942,-0.304304363571274
"387",2,0,5,10,10,3,0.702791581432891,-0.791450423227472
"388",4,3,2,3,4,0,-0.65881280874934,-0.437116650094333
"389",7,5,5,3,2,5,-0.497656142496229,0.672959293831583
"390",5,0,1,0,10,0,-0.673616363572717,-0.48091741116056
"391",5,2,2,5,5,0,-0.480117181422657,-0.314321291729708
"392",10,1,8,5,2,1,-1.18044382921431,1.82220635528141
"393",5,5,0,5,5,0,-0.181932818078567,-0.589511976758256
"394",10,1,8,7,6,0,-0.664945614390317,1.74054293200534
"395",4,6,5,5,5,4,0.15635020181315,-0.0213411453562088
"396",7,4,5,6,3,7,0.00886382584862815,0.488719209401872
"397",9,3,7,5,10,10,0.591910438274109,1.08340759887013
"398",3,0,3,4,0,0,-1.15677219928046,-0.525178406998443
"399",5,2,2,3,7,1,-0.41819098265501,-0.320377368183864
"400",5,0,2,2,8,0,-0.677504034502318,-0.329107362070879
"401",5,2,5,9,0,0,-0.610702629015159,0.180730002717273
"402",5,0,0,10,10,0,0.428755525240161,-0.928934009804685
"403",0,5,0,5,5,5,0.496233137809525,-1.83379999617887
"404",8,2,3,0,0,0,-1.67884236850412,0.724593121145022
"405",2,0,5,7,0,10,0.00995642231919216,-0.781290810383722
"406",3,1,3,3,3,0,-0.893960258883116,-0.515773666875969
"407",5,5,5,5,5,5,0.108259821111659,0.139257886419369
"408",6,3,5,3,0,8,-0.548634597509043,0.338938992994558
"409",8,5,10,8,10,7,0.795479653698853,1.46013938244139
"410",8,6,6,6,6,0,-0.20893794556559,1.10916010130468
"411",9,0,5,2,3,0,-1.44249699571895,1.14562724747031
"412",5,8,10,10,10,9,1.57796678940265,0.768814688263052
"413",3,3,0,0,0,0,-1.26233480660629,-0.868698244073624
"414",4,3,2,6,4,1,-0.251461821839814,-0.549535552804188
"415",5,4,3,3,5,4,-0.220045492463345,-0.155210260150193
"416",5,3,4,8,10,5,0.775399987237481,-0.244302488210049
"417",3,4,5,2,6,0,-0.520934421149791,-0.100458451286138
"418",8,3,0,0,7,0,-0.843782790107117,0.117963823943113
"419",3,5,10,10,10,0,0.673470670983073,0.534297983345829
"420",5,3,5,2,9,5,0.00711037029727107,0.109851899456496
"421",5,4,4,5,6,7,0.318612737321085,-0.140431881956796
"422",6,3,7,7,7,2,-0.00546590228665899,0.668083850397538
"423",3,0,6,0,8,0,-0.896910765700292,-0.00322177343503327
"424",5,5,0,5,0,5,-0.240063672874584,-0.6716989287017
"425",8,0,10,6,0,4,-1.04428616062113,1.62303174305042
"426",5,4,4,5,5,3,-0.11606959016847,-0.00158273729352622
"427",5,1,5,5,5,0,-0.641514943962745,0.18996858912028
"428",5,2,0,5,0,5,-0.485102629282623,-0.750130802964986
"429",5,1,2,8,8,1,0.134266360146677,-0.496743902392434
"430",6,0,6,10,4,0,-0.359127069031179,0.437453464674765
"431",5,5,3,1,5,0,-0.691970602620583,0.0494039897787779
"432",7,2,7,4,5,3,-0.568770843122153,0.939284311115984
